測試次數,期間,訊號,樣本數,Y1(報酬率),Y2(波動率),Y3(夏普)
第 199 次,2020-2026,X3,92621,-0.370801,0.511654,-0.7247
第 200 次,2015-2019,X1,300418,-0.526484,0.614545,-0.8567
第 200 次,2015-2019,X2,152530,-0.336788,0.547714,-0.6149
第 200 次,2015-2019,X3,44952,-0.447360,0.564057,-0.7931
第 200 次,2020-2026,X1,587645,-0.444864,0.570031,-0.7804
第 200 次,2020-2026,X2,288201,-0.305833,0.510858,-0.5987
第 200 次,2020-2026,X3,92485,-0.371535,0.512638,-0.7248
第 201 次,2015-2019,X1,300411,-0.523787,0.614294,-0.8527
第 201 次,2015-2019,X2,152778,-0.337839,0.545569,-0.6192
第 201 次,2015-2019,X3,45211,-0.445379,0.558874,-0.7969
第 201 次,2020-2026,X1,587357,-0.444819,0.570138,-0.7802
第 201 次,2020-2026,X2,288125,-0.305662,0.509987,-0.5994
第 201 次,2020-2026,X3,92517,-0.369412,0.514671,-0.7178
第 202 次,2015-2019,X1,300146,-0.526029,0.615955,-0.8540
第 202 次,2015-2019,X2,152660,-0.335190,0.544359,-0.6158
第 202 次,2015-2019,X3,45161,-0.441039,0.556567,-0.7924
第 202 次,2020-2026,X1,587053,-0.444882,0.570082,-0.7804
第 202 次,2020-2026,X2,288068,-0.306502,0.513109,-0.5973
第 202 次,2020-2026,X3,92976,-0.371518,0.512800,-0.7245
第 203 次,2015-2019,X1,300517,-0.524794,0.613609,-0.8553
第 203 次,2015-2019,X2,153276,-0.337370,0.546751,-0.6170
第 203 次,2015-2019,X3,45435,-0.439588,0.556614,-0.7898
第 203 次,2020-2026,X1,588081,-0.445245,0.570579,-0.7803
第 203 次,2020-2026,X2,288553,-0.305695,0.511191,-0.5980
第 203 次,2020-2026,X3,92800,-0.368492,0.512833,-0.7185
第 204 次,2015-2019,X1,300328,-0.523912,0.614060,-0.8532
第 204 次,2015-2019,X2,153284,-0.336196,0.546545,-0.6151
第 204 次,2015-2019,X3,45156,-0.440666,0.556574,-0.7917
第 204 次,2020-2026,X1,587623,-0.445013,0.570773,-0.7797
第 204 次,2020-2026,X2,288821,-0.306321,0.512779,-0.5974
第 204 次,2020-2026,X3,92095,-0.369216,0.512051,-0.7211
第 205 次,2015-2019,X1,300833,-0.525822,0.613735,-0.8568
第 205 次,2015-2019,X2,153095,-0.337487,0.547211,-0.6167
第 205 次,2015-2019,X3,45102,-0.440582,0.556278,-0.7920
第 205 次,2020-2026,X1,586434,-0.445716,0.570825,-0.7808
第 205 次,2020-2026,X2,288559,-0.304731,0.511732,-0.5955
第 205 次,2020-2026,X3,92596,-0.370354,0.512536,-0.7226
第 206 次,2015-2019,X1,300274,-0.525284,0.614710,-0.8545
第 206 次,2015-2019,X2,153162,-0.336921,0.547707,-0.6151
第 206 次,2015-2019,X3,45104,-0.440378,0.555408,-0.7929
第 206 次,2020-2026,X1,586859,-0.444264,0.569600,-0.7800
第 206 次,2020-2026,X2,288474,-0.306560,0.511005,-0.5999
第 206 次,2020-2026,X3,92548,-0.368322,0.511038,-0.7207
第 207 次,2015-2019,X1,299989,-0.525102,0.613814,-0.8555
第 207 次,2015-2019,X2,152942,-0.338698,0.548224,-0.6178
第 207 次,2015-2019,X3,45247,-0.438420,0.556851,-0.7873
第 207 次,2020-2026,X1,587773,-0.443712,0.569166,-0.7796
第 207 次,2020-2026,X2,288819,-0.305977,0.509599,-0.6004
第 207 次,2020-2026,X3,92618,-0.370775,0.512140,-0.7240
第 208 次,2015-2019,X1,300465,-0.525472,0.614582,-0.8550
第 208 次,2015-2019,X2,152186,-0.337944,0.546231,-0.6187
第 208 次,2015-2019,X3,44627,-0.447194,0.562198,-0.7954
第 208 次,2020-2026,X1,586839,-0.443481,0.568472,-0.7801
第 208 次,2020-2026,X2,288562,-0.305776,0.512695,-0.5964
第 208 次,2020-2026,X3,93000,-0.372562,0.514402,-0.7243
第 209 次,2015-2019,X1,301400,-0.524912,0.614336,-0.8544
第 209 次,2015-2019,X2,152679,-0.335310,0.546489,-0.6136
第 209 次,2015-2019,X3,45292,-0.439827,0.556842,-0.7899
第 209 次,2020-2026,X1,587757,-0.444364,0.570023,-0.7796
第 209 次,2020-2026,X2,288167,-0.304897,0.509735,-0.5981
第 209 次,2020-2026,X3,92389,-0.369910,0.511858,-0.7227
第 210 次,2015-2019,X1,301056,-0.524953,0.613048,-0.8563
第 210 次,2015-2019,X2,152663,-0.337891,0.547854,-0.6168
第 210 次,2015-2019,X3,45275,-0.442434,0.554950,-0.7973
第 210 次,2020-2026,X1,586672,-0.444821,0.570657,-0.7795
第 210 次,2020-2026,X2,288860,-0.305921,0.511999,-0.5975
第 210 次,2020-2026,X3,92944,-0.368955,0.511433,-0.7214
第 211 次,2015-2019,X1,299323,-0.524682,0.613869,-0.8547
第 211 次,2015-2019,X2,153558,-0.335892,0.546348,-0.6148
第 211 次,2015-2019,X3,45617,-0.442412,0.556707,-0.7947
第 211 次,2020-2026,X1,587337,-0.445392,0.569095,-0.7826
第 211 次,2020-2026,X2,288263,-0.308190,0.514459,-0.5991
第 211 次,2020-2026,X3,92491,-0.369487,0.510116,-0.7243
第 212 次,2015-2019,X1,300967,-0.525339,0.614964,-0.8543
第 212 次,2015-2019,X2,153239,-0.337453,0.548097,-0.6157
第 212 次,2015-2019,X3,45146,-0.444715,0.558270,-0.7966
第 212 次,2020-2026,X1,589005,-0.443707,0.569897,-0.7786
第 212 次,2020-2026,X2,288730,-0.305435,0.511055,-0.5977
第 212 次,2020-2026,X3,92347,-0.370609,0.512357,-0.7233
第 213 次,2015-2019,X1,299959,-0.524044,0.614542,-0.8527
第 213 次,2015-2019,X2,152271,-0.336848,0.545569,-0.6174
第 213 次,2015-2019,X3,44985,-0.443797,0.557203,-0.7965
第 213 次,2020-2026,X1,587514,-0.444506,0.569899,-0.7800
第 213 次,2020-2026,X2,288780,-0.308167,0.512960,-0.6008
第 213 次,2020-2026,X3,92436,-0.370630,0.510236,-0.7264
第 214 次,2015-2019,X1,300071,-0.524838,0.614527,-0.8541
第 214 次,2015-2019,X2,152815,-0.336544,0.546627,-0.6157
第 214 次,2015-2019,X3,45105,-0.441714,0.558927,-0.7903
第 214 次,2020-2026,X1,589005,-0.444094,0.570058,-0.7790
第 214 次,2020-2026,X2,288388,-0.306498,0.512074,-0.5985
第 214 次,2020-2026,X3,92686,-0.369663,0.512640,-0.7211
第 215 次,2015-2019,X1,300849,-0.526400,0.614589,-0.8565
第 215 次,2015-2019,X2,153170,-0.337973,0.546567,-0.6184
第 215 次,2015-2019,X3,44876,-0.439528,0.554767,-0.7923
第 215 次,2020-2026,X1,587065,-0.445685,0.570802,-0.7808
第 215 次,2020-2026,X2,288693,-0.306826,0.511035,-0.6004
第 215 次,2020-2026,X3,92512,-0.366540,0.507993,-0.7215
第 216 次,2015-2019,X1,300731,-0.525786,0.615623,-0.8541
第 216 次,2015-2019,X2,152759,-0.334258,0.545756,-0.6125
第 216 次,2015-2019,X3,45048,-0.439681,0.551882,-0.7967
第 216 次,2020-2026,X1,587160,-0.444199,0.569098,-0.7805
第 216 次,2020-2026,X2,288819,-0.306778,0.511771,-0.5994
第 216 次,2020-2026,X3,92627,-0.371461,0.514142,-0.7225
第 217 次,2015-2019,X1,301017,-0.526393,0.615083,-0.8558
第 217 次,2015-2019,X2,152294,-0.336046,0.548481,-0.6127
第 217 次,2015-2019,X3,44881,-0.436610,0.557552,-0.7831
第 217 次,2020-2026,X1,586422,-0.444519,0.570204,-0.7796
第 217 次,2020-2026,X2,287853,-0.308066,0.512308,-0.6013
第 217 次,2020-2026,X3,93098,-0.370111,0.512469,-0.7222
第 218 次,2015-2019,X1,300575,-0.524856,0.614245,-0.8545
第 218 次,2015-2019,X2,153113,-0.336388,0.546528,-0.6155
第 218 次,2015-2019,X3,45193,-0.434933,0.551697,-0.7884
第 218 次,2020-2026,X1,587198,-0.444397,0.569195,-0.7807
第 218 次,2020-2026,X2,288961,-0.307085,0.512430,-0.5993
第 218 次,2020-2026,X3,93094,-0.370413,0.512349,-0.7230
第 219 次,2015-2019,X1,300848,-0.526857,0.615401,-0.8561
第 219 次,2015-2019,X2,153054,-0.335133,0.545421,-0.6144
第 219 次,2015-2019,X3,45222,-0.442718,0.561567,-0.7884
第 219 次,2020-2026,X1,588352,-0.444290,0.569960,-0.7795
第 219 次,2020-2026,X2,288516,-0.306219,0.510375,-0.6000
第 219 次,2020-2026,X3,91893,-0.368380,0.508438,-0.7245
第 220 次,2015-2019,X1,300617,-0.523950,0.613519,-0.8540
第 220 次,2015-2019,X2,152809,-0.337753,0.547415,-0.6170
第 220 次,2015-2019,X3,44887,-0.442991,0.556777,-0.7956
第 220 次,2020-2026,X1,587997,-0.444620,0.569712,-0.7804
第 220 次,2020-2026,X2,288580,-0.306479,0.511801,-0.5988
第 220 次,2020-2026,X3,92698,-0.367357,0.510292,-0.7199
第 221 次,2015-2019,X1,301280,-0.524112,0.613616,-0.8541
第 221 次,2015-2019,X2,153111,-0.337674,0.545293,-0.6193
第 221 次,2015-2019,X3,45141,-0.442116,0.554069,-0.7979
第 221 次,2020-2026,X1,587358,-0.443746,0.570364,-0.7780
第 221 次,2020-2026,X2,288420,-0.306776,0.511723,-0.5995
第 221 次,2020-2026,X3,92445,-0.371854,0.514438,-0.7228
第 222 次,2015-2019,X1,300186,-0.526127,0.614288,-0.8565
第 222 次,2015-2019,X2,153291,-0.337284,0.546124,-0.6176
第 222 次,2015-2019,X3,45128,-0.440301,0.554307,-0.7943
第 222 次,2020-2026,X1,587647,-0.444101,0.569839,-0.7793
第 222 次,2020-2026,X2,288051,-0.305708,0.510614,-0.5987
第 222 次,2020-2026,X3,92084,-0.370766,0.511314,-0.7251
第 223 次,2015-2019,X1,299872,-0.526818,0.614171,-0.8578
第 223 次,2015-2019,X2,152477,-0.333993,0.544772,-0.6131
第 223 次,2015-2019,X3,45313,-0.444365,0.560500,-0.7928
第 223 次,2020-2026,X1,588054,-0.443849,0.569619,-0.7792
第 223 次,2020-2026,X2,289120,-0.305770,0.511866,-0.5974
第 223 次,2020-2026,X3,92733,-0.371423,0.515121,-0.7210
第 224 次,2015-2019,X1,300460,-0.523582,0.613593,-0.8533
第 224 次,2015-2019,X2,153028,-0.333256,0.546751,-0.6095
第 224 次,2015-2019,X3,45128,-0.437743,0.557218,-0.7856
第 224 次,2020-2026,X1,587567,-0.443944,0.570469,-0.7782
第 224 次,2020-2026,X2,287754,-0.306744,0.511168,-0.6001
第 224 次,2020-2026,X3,91896,-0.371177,0.511586,-0.7255
第 225 次,2015-2019,X1,300012,-0.527842,0.615368,-0.8578
第 225 次,2015-2019,X2,152741,-0.336275,0.545574,-0.6164
第 225 次,2015-2019,X3,45210,-0.441660,0.556737,-0.7933
第 225 次,2020-2026,X1,587266,-0.443857,0.569628,-0.7792
第 225 次,2020-2026,X2,288693,-0.305950,0.511337,-0.5983
第 225 次,2020-2026,X3,92447,-0.368293,0.511083,-0.7206
第 226 次,2015-2019,X1,300909,-0.525702,0.615146,-0.8546
第 226 次,2015-2019,X2,152446,-0.335104,0.545991,-0.6138
第 226 次,2015-2019,X3,45050,-0.443119,0.557061,-0.7955
第 226 次,2020-2026,X1,587949,-0.444331,0.569533,-0.7802
第 226 次,2020-2026,X2,288648,-0.307307,0.511597,-0.6007
第 226 次,2020-2026,X3,92631,-0.373212,0.515642,-0.7238
第 227 次,2015-2019,X1,300366,-0.525730,0.613464,-0.8570
第 227 次,2015-2019,X2,152765,-0.335438,0.544259,-0.6163
第 227 次,2015-2019,X3,44925,-0.443150,0.555376,-0.7979
第 227 次,2020-2026,X1,587068,-0.444323,0.570285,-0.7791
第 227 次,2020-2026,X2,288275,-0.305173,0.511049,-0.5971
第 227 次,2020-2026,X3,92668,-0.369956,0.515990,-0.7170
第 228 次,2015-2019,X1,300200,-0.526813,0.614808,-0.8569
第 228 次,2015-2019,X2,152610,-0.337917,0.546630,-0.6182
第 228 次,2015-2019,X3,45081,-0.439506,0.556069,-0.7904
第 228 次,2020-2026,X1,587042,-0.445635,0.569950,-0.7819
第 228 次,2020-2026,X2,288115,-0.305230,0.511158,-0.5971
第 228 次,2020-2026,X3,92774,-0.370172,0.511636,-0.7235
第 229 次,2015-2019,X1,301205,-0.526137,0.614697,-0.8559
第 229 次,2015-2019,X2,153107,-0.335757,0.547278,-0.6135
第 229 次,2015-2019,X3,44938,-0.446810,0.562650,-0.7941
第 229 次,2020-2026,X1,588499,-0.444817,0.571112,-0.7789
第 229 次,2020-2026,X2,287845,-0.305784,0.510815,-0.5986
第 229 次,2020-2026,X3,92693,-0.369266,0.510763,-0.7230
第 230 次,2015-2019,X1,300157,-0.525364,0.614886,-0.8544
第 230 次,2015-2019,X2,152419,-0.336735,0.545352,-0.6175
第 230 次,2015-2019,X3,44756,-0.441646,0.559966,-0.7887
第 230 次,2020-2026,X1,588546,-0.444008,0.569294,-0.7799
第 230 次,2020-2026,X2,288112,-0.306436,0.511516,-0.5991
第 230 次,2020-2026,X3,92425,-0.371503,0.514043,-0.7227
第 231 次,2015-2019,X1,300419,-0.525179,0.614309,-0.8549
第 231 次,2015-2019,X2,153210,-0.336217,0.545373,-0.6165
第 231 次,2015-2019,X3,45017,-0.443460,0.557197,-0.7959
第 231 次,2020-2026,X1,588718,-0.444098,0.568709,-0.7809
第 231 次,2020-2026,X2,288068,-0.307096,0.512444,-0.5993
第 231 次,2020-2026,X3,92287,-0.369258,0.511661,-0.7217
第 232 次,2015-2019,X1,300414,-0.526518,0.615519,-0.8554
第 232 次,2015-2019,X2,152882,-0.334350,0.545207,-0.6133
第 232 次,2015-2019,X3,45007,-0.441700,0.553699,-0.7977
第 232 次,2020-2026,X1,586987,-0.445501,0.570672,-0.7807
第 232 次,2020-2026,X2,288580,-0.307275,0.513173,-0.5988
第 232 次,2020-2026,X3,92874,-0.370897,0.511438,-0.7252
第 233 次,2015-2019,X1,300695,-0.524710,0.612838,-0.8562
第 233 次,2015-2019,X2,153239,-0.334841,0.545763,-0.6135
第 233 次,2015-2019,X3,44983,-0.441402,0.558454,-0.7904
第 233 次,2020-2026,X1,588130,-0.444212,0.569743,-0.7797
第 233 次,2020-2026,X2,288659,-0.306268,0.511152,-0.5992
第 233 次,2020-2026,X3,92429,-0.371151,0.511496,-0.7256
第 234 次,2015-2019,X1,299983,-0.526019,0.614462,-0.8561
第 234 次,2015-2019,X2,152627,-0.334387,0.545759,-0.6127
第 234 次,2015-2019,X3,45332,-0.441632,0.553995,-0.7972
第 234 次,2020-2026,X1,587286,-0.444131,0.569518,-0.7798
第 234 次,2020-2026,X2,288429,-0.308600,0.513659,-0.6008
第 234 次,2020-2026,X3,93089,-0.372401,0.510685,-0.7292
第 235 次,2015-2019,X1,300481,-0.526621,0.615265,-0.8559
第 235 次,2015-2019,X2,152603,-0.337682,0.547957,-0.6163
第 235 次,2015-2019,X3,45135,-0.439942,0.554926,-0.7928
第 235 次,2020-2026,X1,587746,-0.444698,0.570310,-0.7797
第 235 次,2020-2026,X2,289293,-0.305125,0.512084,-0.5958
第 235 次,2020-2026,X3,93084,-0.368492,0.510834,-0.7214
第 236 次,2015-2019,X1,300790,-0.525902,0.616067,-0.8536
第 236 次,2015-2019,X2,152342,-0.335713,0.546940,-0.6138
第 236 次,2015-2019,X3,44862,-0.439032,0.553336,-0.7934
第 236 次,2020-2026,X1,587876,-0.445651,0.570179,-0.7816
第 236 次,2020-2026,X2,288976,-0.306496,0.511628,-0.5991
第 236 次,2020-2026,X3,92893,-0.370709,0.510856,-0.7257
第 237 次,2015-2019,X1,300325,-0.524188,0.614656,-0.8528
第 237 次,2015-2019,X2,153101,-0.334962,0.546030,-0.6134
第 237 次,2015-2019,X3,45252,-0.439567,0.553661,-0.7939
第 237 次,2020-2026,X1,587632,-0.445426,0.569905,-0.7816
第 237 次,2020-2026,X2,288859,-0.305357,0.512713,-0.5956
第 237 次,2020-2026,X3,92870,-0.371132,0.513325,-0.7230
第 238 次,2015-2019,X1,300165,-0.525315,0.614485,-0.8549
第 238 次,2015-2019,X2,153965,-0.335004,0.548477,-0.6108
第 238 次,2015-2019,X3,45332,-0.443130,0.553726,-0.8003
第 238 次,2020-2026,X1,587698,-0.444676,0.569546,-0.7808
第 238 次,2020-2026,X2,288306,-0.306286,0.509865,-0.6007
第 238 次,2020-2026,X3,92595,-0.370476,0.513351,-0.7217
第 239 次,2015-2019,X1,300866,-0.525495,0.613970,-0.8559
第 239 次,2015-2019,X2,152736,-0.335786,0.545751,-0.6153
第 239 次,2015-2019,X3,45194,-0.439556,0.553916,-0.7935
第 239 次,2020-2026,X1,587780,-0.444153,0.569721,-0.7796
第 239 次,2020-2026,X2,288047,-0.307368,0.510679,-0.6019
第 239 次,2020-2026,X3,93023,-0.369746,0.510656,-0.7241
第 240 次,2015-2019,X1,301392,-0.525516,0.614702,-0.8549
第 240 次,2015-2019,X2,153184,-0.337524,0.548591,-0.6153
第 240 次,2015-2019,X3,45000,-0.443484,0.556567,-0.7968
第 240 次,2020-2026,X1,587794,-0.445312,0.570123,-0.7811
第 240 次,2020-2026,X2,287600,-0.305292,0.511721,-0.5966
第 240 次,2020-2026,X3,92344,-0.372700,0.514229,-0.7248
第 241 次,2015-2019,X1,300738,-0.525810,0.615170,-0.8547
第 241 次,2015-2019,X2,152999,-0.338715,0.548221,-0.6178
第 241 次,2015-2019,X3,45289,-0.441224,0.556970,-0.7922
第 241 次,2020-2026,X1,587483,-0.444807,0.570080,-0.7803
第 241 次,2020-2026,X2,289382,-0.306535,0.511273,-0.5996
第 241 次,2020-2026,X3,92948,-0.370226,0.513718,-0.7207
第 242 次,2015-2019,X1,300950,-0.526319,0.614422,-0.8566
第 242 次,2015-2019,X2,152536,-0.337823,0.545996,-0.6187
第 242 次,2015-2019,X3,45036,-0.441411,0.550101,-0.8024
第 242 次,2020-2026,X1,588348,-0.443514,0.569376,-0.7789
第 242 次,2020-2026,X2,287849,-0.305199,0.510422,-0.5979
第 242 次,2020-2026,X3,92765,-0.369367,0.510725,-0.7232
第 243 次,2015-2019,X1,299974,-0.524516,0.614273,-0.8539
第 243 次,2015-2019,X2,153493,-0.338169,0.547967,-0.6171
第 243 次,2015-2019,X3,45208,-0.442018,0.551963,-0.8008
第 243 次,2020-2026,X1,586765,-0.445906,0.570308,-0.7819
第 243 次,2020-2026,X2,287786,-0.306678,0.513286,-0.5975
第 243 次,2020-2026,X3,92502,-0.370164,0.515084,-0.7186
第 244 次,2015-2019,X1,300853,-0.523652,0.614627,-0.8520
第 244 次,2015-2019,X2,153004,-0.333453,0.546747,-0.6099
第 244 次,2015-2019,X3,45058,-0.441415,0.555026,-0.7953
第 244 次,2020-2026,X1,587157,-0.444817,0.569745,-0.7807
第 244 次,2020-2026,X2,287990,-0.306658,0.511773,-0.5992
第 244 次,2020-2026,X3,92595,-0.369119,0.510584,-0.7229
第 245 次,2015-2019,X1,300448,-0.523954,0.615090,-0.8518
第 245 次,2015-2019,X2,152964,-0.337089,0.548423,-0.6147
第 245 次,2015-2019,X3,45133,-0.446430,0.559929,-0.7973
第 245 次,2020-2026,X1,588302,-0.445326,0.570989,-0.7799
第 245 次,2020-2026,X2,288695,-0.306040,0.510927,-0.5990
第 245 次,2020-2026,X3,92550,-0.369388,0.509718,-0.7247
第 246 次,2015-2019,X1,301233,-0.526054,0.614090,-0.8566
第 246 次,2015-2019,X2,152850,-0.337660,0.547536,-0.6167
第 246 次,2015-2019,X3,45350,-0.443466,0.558128,-0.7946
第 246 次,2020-2026,X1,588711,-0.444813,0.570831,-0.7792
第 246 次,2020-2026,X2,288118,-0.306360,0.510967,-0.5996
第 246 次,2020-2026,X3,92075,-0.370182,0.510952,-0.7245
第 247 次,2015-2019,X1,301012,-0.525130,0.615761,-0.8528
第 247 次,2015-2019,X2,152491,-0.335942,0.546595,-0.6146
第 247 次,2015-2019,X3,45086,-0.441675,0.556228,-0.7941
第 247 次,2020-2026,X1,588589,-0.443982,0.569231,-0.7800
第 247 次,2020-2026,X2,287758,-0.306588,0.510438,-0.6006
第 247 次,2020-2026,X3,92684,-0.371158,0.511609,-0.7255
第 248 次,2015-2019,X1,300283,-0.524735,0.612005,-0.8574
第 248 次,2015-2019,X2,152782,-0.335897,0.547375,-0.6136
第 248 次,2015-2019,X3,45157,-0.441237,0.558448,-0.7901
第 248 次,2020-2026,X1,587588,-0.445326,0.571008,-0.7799
第 248 次,2020-2026,X2,288058,-0.305937,0.511545,-0.5981
第 248 次,2020-2026,X3,92350,-0.371812,0.513175,-0.7245
第 249 次,2015-2019,X1,300649,-0.524994,0.614153,-0.8548
第 249 次,2015-2019,X2,152682,-0.337680,0.547487,-0.6168
第 249 次,2015-2019,X3,45113,-0.436674,0.552235,-0.7907
第 249 次,2020-2026,X1,586995,-0.443054,0.569379,-0.7781
第 249 次,2020-2026,X2,288527,-0.307614,0.510881,-0.6021
第 249 次,2020-2026,X3,92443,-0.371972,0.515216,-0.7220
第 250 次,2015-2019,X1,300226,-0.526531,0.614089,-0.8574
第 250 次,2015-2019,X2,152652,-0.335603,0.544659,-0.6162
第 250 次,2015-2019,X3,44953,-0.435961,0.550321,-0.7922
第 250 次,2020-2026,X1,587575,-0.444125,0.569981,-0.7792
第 250 次,2020-2026,X2,288499,-0.307132,0.511783,-0.6001
第 250 次,2020-2026,X3,92358,-0.370703,0.510126,-0.7267
第 251 次,2015-2019,X1,300053,-0.526820,0.615886,-0.8554
第 251 次,2015-2019,X2,152995,-0.335627,0.545564,-0.6152
第 251 次,2015-2019,X3,45163,-0.440058,0.552813,-0.7960
第 251 次,2020-2026,X1,587501,-0.444634,0.570714,-0.7791
第 251 次,2020-2026,X2,288029,-0.306242,0.512027,-0.5981
第 251 次,2020-2026,X3,92504,-0.370937,0.510764,-0.7262
第 252 次,2015-2019,X1,300536,-0.524446,0.612254,-0.8566
第 252 次,2015-2019,X2,153507,-0.336784,0.547304,-0.6153
第 252 次,2015-2019,X3,45383,-0.440254,0.555514,-0.7925
第 252 次,2020-2026,X1,586805,-0.443932,0.570148,-0.7786
第 252 次,2020-2026,X2,287804,-0.307390,0.511984,-0.6004
第 252 次,2020-2026,X3,92182,-0.369882,0.511661,-0.7229
第 253 次,2015-2019,X1,300389,-0.526014,0.613630,-0.8572
第 253 次,2015-2019,X2,153386,-0.336419,0.547985,-0.6139
第 253 次,2015-2019,X3,45068,-0.442277,0.558710,-0.7916
第 253 次,2020-2026,X1,587909,-0.444415,0.569938,-0.7798
第 253 次,2020-2026,X2,287851,-0.306259,0.510994,-0.5993
第 253 次,2020-2026,X3,91933,-0.370553,0.511134,-0.7250
第 254 次,2015-2019,X1,301389,-0.525391,0.614800,-0.8546
第 254 次,2015-2019,X2,152851,-0.334926,0.547838,-0.6114
第 254 次,2015-2019,X3,45019,-0.440115,0.556831,-0.7904
第 254 次,2020-2026,X1,586671,-0.444185,0.569566,-0.7799
第 254 次,2020-2026,X2,287855,-0.304908,0.509808,-0.5981
第 254 次,2020-2026,X3,92672,-0.370012,0.509929,-0.7256
第 255 次,2015-2019,X1,300323,-0.526562,0.614722,-0.8566
第 255 次,2015-2019,X2,153239,-0.337209,0.544210,-0.6196
第 255 次,2015-2019,X3,45010,-0.443411,0.555357,-0.7984
第 255 次,2020-2026,X1,588292,-0.444591,0.570969,-0.7787
第 255 次,2020-2026,X2,288333,-0.306579,0.511899,-0.5989
第 255 次,2020-2026,X3,92376,-0.370948,0.514111,-0.7215
第 256 次,2015-2019,X1,300406,-0.523866,0.614350,-0.8527
第 256 次,2015-2019,X2,153113,-0.336020,0.547079,-0.6142
第 256 次,2015-2019,X3,45101,-0.446109,0.554947,-0.8039
第 256 次,2020-2026,X1,587439,-0.444399,0.569249,-0.7807
第 256 次,2020-2026,X2,287274,-0.307374,0.513145,-0.5990
第 256 次,2020-2026,X3,92341,-0.370813,0.513007,-0.7228
第 257 次,2015-2019,X1,300656,-0.524488,0.614174,-0.8540
第 257 次,2015-2019,X2,152851,-0.336651,0.546371,-0.6162
第 257 次,2015-2019,X3,44907,-0.440858,0.558969,-0.7887
第 257 次,2020-2026,X1,587486,-0.444407,0.568630,-0.7815
第 257 次,2020-2026,X2,287808,-0.306160,0.511835,-0.5982
第 257 次,2020-2026,X3,92488,-0.368429,0.509501,-0.7231
第 258 次,2015-2019,X1,300674,-0.525519,0.614210,-0.8556
第 258 次,2015-2019,X2,152969,-0.334932,0.546572,-0.6128
第 258 次,2015-2019,X3,45377,-0.441526,0.558575,-0.7905
第 258 次,2020-2026,X1,587000,-0.444297,0.569455,-0.7802
第 258 次,2020-2026,X2,288524,-0.307564,0.511445,-0.6014
第 258 次,2020-2026,X3,92691,-0.373010,0.515371,-0.7238
第 259 次,2015-2019,X1,300047,-0.524004,0.612823,-0.8551
第 259 次,2015-2019,X2,152949,-0.337325,0.545725,-0.6181
第 259 次,2015-2019,X3,45127,-0.444252,0.557703,-0.7966
第 259 次,2020-2026,X1,588600,-0.444752,0.569868,-0.7804
第 259 次,2020-2026,X2,288079,-0.306295,0.510573,-0.5999
第 259 次,2020-2026,X3,92183,-0.369703,0.511416,-0.7229
第 260 次,2015-2019,X1,300129,-0.523400,0.613059,-0.8538
第 260 次,2015-2019,X2,153329,-0.334560,0.544534,-0.6144
第 260 次,2015-2019,X3,45211,-0.436775,0.552551,-0.7905
第 260 次,2020-2026,X1,588383,-0.443875,0.568761,-0.7804
第 260 次,2020-2026,X2,288700,-0.305093,0.510933,-0.5971
第 260 次,2020-2026,X3,93154,-0.372621,0.514991,-0.7235
第 261 次,2015-2019,X1,300220,-0.525598,0.614070,-0.8559
第 261 次,2015-2019,X2,152240,-0.338038,0.549173,-0.6155
第 261 次,2015-2019,X3,45008,-0.441907,0.559709,-0.7895
第 261 次,2020-2026,X1,587131,-0.444752,0.570574,-0.7795
第 261 次,2020-2026,X2,287960,-0.306256,0.510301,-0.6001
第 261 次,2020-2026,X3,92655,-0.367724,0.509792,-0.7213
第 262 次,2015-2019,X1,301054,-0.526719,0.615608,-0.8556
第 262 次,2015-2019,X2,152700,-0.335771,0.546167,-0.6148
第 262 次,2015-2019,X3,45477,-0.443669,0.556216,-0.7977
第 262 次,2020-2026,X1,586582,-0.444693,0.569947,-0.7802
第 262 次,2020-2026,X2,287719,-0.306084,0.511468,-0.5984
第 262 次,2020-2026,X3,92639,-0.371791,0.510331,-0.7285
第 263 次,2015-2019,X1,300513,-0.526789,0.616500,-0.8545
第 263 次,2015-2019,X2,152810,-0.337367,0.546148,-0.6177
第 263 次,2015-2019,X3,44855,-0.438198,0.554192,-0.7907
第 263 次,2020-2026,X1,587599,-0.445731,0.570812,-0.7809
第 263 次,2020-2026,X2,289248,-0.308562,0.513030,-0.6015
第 263 次,2020-2026,X3,92816,-0.368637,0.510164,-0.7226
第 264 次,2015-2019,X1,300618,-0.525141,0.614330,-0.8548
第 264 次,2015-2019,X2,152383,-0.337873,0.545648,-0.6192
第 264 次,2015-2019,X3,44774,-0.439601,0.554557,-0.7927
第 264 次,2020-2026,X1,587781,-0.445350,0.569958,-0.7814
第 264 次,2020-2026,X2,288057,-0.307602,0.513305,-0.5993
第 264 次,2020-2026,X3,92410,-0.371864,0.511849,-0.7265
第 265 次,2015-2019,X1,299968,-0.524574,0.613599,-0.8549
第 265 次,2015-2019,X2,153257,-0.334800,0.546441,-0.6127
第 265 次,2015-2019,X3,45127,-0.440010,0.557165,-0.7897
第 265 次,2020-2026,X1,587924,-0.444191,0.570180,-0.7790
第 265 次,2020-2026,X2,288022,-0.306435,0.512888,-0.5975
第 265 次,2020-2026,X3,92312,-0.370253,0.513701,-0.7208
第 266 次,2015-2019,X1,299965,-0.524134,0.613195,-0.8548
